FID,OBJECTID,Site ID,Site Name,Level of Government,State,Level of Protection,Management Agency,Management Plan,Primary Conservation Focus,Conservation Focus,Fishing Restrictions,Protection Focus,Permanence,Constancy,Year Established,Anchor,Vessel,IUCN_MPA,IUCN category,Category,Marine Status,URL,WDPA_Cd,ProSeasID,Designation,Area (km2),Marine Area (km2),Percent Area Marine,No-Take Area (km2),Longitude,Latitude,VxCount,SHAPE_Leng,SHAPE_Area,Shape__Area,Shape__Length
601,601,CA276,Bolsa Chica Basin State Marine Conservation Area,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Prohibited,Prohibited,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586845,CA276,State Marine Conservation Area,1.82498,0.279478341,15,1.824979663,-118.0406631,33.69552959,719,0.152293367,0.000177008,2636416.941,18546.77869
602,602,CA278,Blue Cavern (Catalina Island) Onshore State Marine Conservation Area,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586847,CA278,State Marine Conservation Area,6.78825,6.737582207,99,6.788249969,-118.4662647,33.44907411,629,0.13586067,0.000656517,9750499.934,16427.98641
603,603,CA280,Long Point (Catalina Island) State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586849,CA280,State Marine Reserve,4.33496,4.322481632,100,4.334959984,-118.3804044,33.41820616,439,0.103740506,0.000419103,6222248.797,12429.56668
604,604,CA281,Casino Point (Catalina Island) State Marine Conservation Area,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586850,CA281,State Marine Conservation Area,0.0192129,0.019212896,100,0.019212896,-118.3244871,33.34913319,32,0.00698733,1.85605E-06,27534.05859,819.3485214
605,605,CA288,Laguna Beach State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586999,CA288,State Marine Reserve,16.4409,16.4282856,100,16.44086075,-117.7969468,33.52887457,768,0.194350715,0.001591568,23659518.73,23464.68898
606,606,CA289,Laguna Beach State Marine Conservation Area,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555587000,CA289,State Marine Conservation Area,9.02785,9.019756317,100,9.027852058,-117.785016,33.50695092,171,0.16999757,0.000873717,12984988.04,19468.84724
607,607,CA295,Matlahuayl State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Restricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586856,CA295,State Marine Reserve,2.69185,2.630768538,98,2.691852093,-117.2652163,32.8586299,210,0.067165215,0.000258599,3814913.168,8198.31164
608,608,CA296,South La Jolla State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555587003,CA296,State Marine Reserve,13.1006,13.06178665,100,13.10059071,-117.292904,32.81142335,283,0.164941311,0.001257875,18546566.61,19436.87237
609,609,CA299,Cabrillo State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586858,CA299,State Marine Reserve,1.0143,1.002861857,99,1.014304519,-117.245943,32.66732431,288,0.05647794,9.72341E-05,1431338.125,6959.317237
610,610,CA304,Southwest Seal Rock Special Closure,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2012,Prohibited,Prohibited,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Northern-California,555587007,CA304,Special Closure,0.0579168,0.055506963,96,0.057916839,-124.3519481,41.81362892,98,0.012456757,6.27078E-06,104261.1406,1638.295894
611,611,CA305,Castle Rock Special Closure,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2012,Prohibited,Prohibited,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Northern-California,555587008,CA305,Special Closure,0.139374,0.102888517,74,0.139373541,-124.249355,41.76128764,248,0.029442097,1.50779E-05,250488.9531,3697.977387
612,612,CA306,False Klamath Rock Special Closure,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Seasonal,2012,Prohibited,Prohibited,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Northern-California,555587009,CA306,Special Closure,0.0694434,0.069443442,100,0.069443442,-124.1117108,41.59308862,190,0.016160637,7.49313E-06,124159.4766,2005.228191
613,613,CA308,Reading Rock State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Northern-California,555587011,CA308,State Marine Reserve,24.8909,24.89090919,100,24.89090919,-124.1998841,41.31631478,70,0.216758593,0.002674252,44122576.16,26835.52414
614,614,CA310,South Humboldt Bay State Marine Recreational Management Area,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555587012,CA310,State Marine Recreational Management Area,2.08806,1.9780761,95,2.088064671,-124.2570311,40.7072273,139,0.067446604,0.000222276,3633596.965,8616.236425
615,615,CA311,Sugarloaf Island Special Closure,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Year-round,2012,Prohibited,Prohibited,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555587013,CA311,Special Closure,0.0842324,0.082509413,98,0.084232353,-124.4138381,40.43752966,217,0.019779265,8.93089E-06,145410.3008,2461.811566
616,616,CA312,South Cape Mendocino State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Southern-California,555586864,CA312,State Marine Reserve,23.5367,23.48983574,100,23.53668785,-124.4643357,40.42511151,130,0.297236458,0.002495015,40614953.98,34293.71683
617,617,CA313,Steamboat Rock Special Closure,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Seasonal,2012,Prohibited,Prohibited,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Northern-California,555587014,CA313,Special Closure,0.0463893,0.045274198,98,0.046389278,-124.4040598,40.4146212,112,0.010605289,4.9168E-06,80026.125,1333.875431
618,618,CA314,Mattole Canyon State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Northern-California,555586865,CA314,State Marine Reserve,25.3956,25.39559364,100,25.39559364,-124.4019266,40.30843015,71,0.216038139,0.002687288,43669198.82,27436.88595
619,619,CA315,Sea Lion Gulch State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Northern-California,555586866,CA315,State Marine Reserve,27.011,26.98975182,100,27.01099586,-124.37156,40.22646964,212,0.285832383,0.002854897,46336695.87,33274.58811
620,620,CA319,Vizcaino Rock Special Closure,State,CA,No Access,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Focal Resource,Permanent,Seasonal,2012,Prohibited,Prohibited,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Northern-California,555587016,CA319,Special Closure,0.0573016,0.007450808,13,0.057301585,-123.8327798,39.72629282,158,0.014623082,6.01232E-06,96872.98828,1854.330431
621,621,CA320,Ten Mile State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Mixed,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Northern-California,555587017,CA320,State Marine Reserve,30.9849,29.27648926,94,30.98492432,-123.8132038,39.57645262,1538,0.317866708,0.003243996,52154895.5,38671.80148
622,622,CA322,Ten Mile Estuary State Marine Conservation Area,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Interface,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Northern-California,555587019,CA322,State Marine Conservation Area,0.477845,0.005394946,1,0.477844715,-123.7570776,39.54574118,347,0.066773657,5.00063E-05,803612.75,8243.917246
623,623,CA324,Point Cabrillo State Marine Reserve,State,CA,No Take,California Department of Fish and Wildlife,MPA Programmatic Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2012,Unrestricted,Unrestricted,1,Ia,IUCN MPA,Marine,https://www.wildlife.ca.gov/Conservation/Marine/MPAs/Network/Northern-California,312843,CA324,State Marine Reserve,1.14302,1.106756687,97,1.143024445,-123.8286133,39.35014958,642,0.085239865,0.000119284,1911543.324,10644.14542
624,624,MNM1,Papahanaumokuakea Marine National Monument,Partnership,HI,Zoned w/No Take Areas,National Marine Sanctuaries & Hawaii Department of Land and Natural Resources and U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial Fishing Prohibited and Recreational Fishing Restricted,Ecosystem,Permanent,Year-round,2006,Prohibited,Restricted,1,IV,IUCN MPA,Mixed,https://www.papahanaumokuakea.gov/,220201,MNM1,Marine National Monument,1515720,1515714.625,100,363693,-147.1705435,25.82939812,2707,68.17921045,136.1938701,1.88101E+12,7998460.494
625,625,NWR10,Baker Island National Wildlife Refuge,Federal,PRI,No Access,U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1974,Prohibited,Prohibited,1,Ia,IUCN MPA,Marine,https://www.fws.gov/bakerisland/,2910,NWR10,National Wildlife Refuge,1685.51,1683.856079,100,1685.511719,-176.4780328,0.195169634,478,1.307460523,0.136016813,1685536854,145546.3842
626,626,NWR103,Seal Beach National Wildlife Refuge,Federal,CA,No Take,U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1974,,,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuges/profiles/index.cfm?id=81683,75128,NWR103,National Wildlife Refuge,3.92158,0.400520921,10,3.921575546,-118.0751285,33.73906449,93,0.102170232,0.000380555,5670989.867,12453.35076
627,627,NWR104,Seatuck National Wildlife Refuge,Federal,NY,No Access,U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited,Ecosystem,Permanent,Year-round,1968,Prohibited,Prohibited,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/Seatuck/about.html,5555793,NWR104,National Wildlife Refuge,0.855888,0.100579917,12,0.855888426,-73.20888515,40.71353105,130,0.049427519,9.11207E-05,1489708.477,6565.217658
628,628,NWR107,Siletz Bay National Wildlife Refuge,Federal,OR,Uniform Multiple Use,U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1991,Prohibited,Prohibited,1,IV,IUCN MPA,Mixed,https://www.fws.gov/oregoncoast/siletzbay/,1111288,NWR107,National Wildlife Refuge,2.09948,0.351555169,17,2.09948,-124.0066187,44.89290556,3533,0.317989965,0.000239182,4184372.578,41116.5285
629,629,NWR118,Tybee National Wildlife Refuge,Federal,SC,No Access,U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1938,,,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/tybee/,376225,NWR118,National Wildlife Refuge,2.75065,0.228251338,8,2.750653744,-80.9131331,32.04540434,348,0.134719542,0.000261872,3828472.617,15723.01784
630,630,NWR137,Farallon National Wildlife Refuge,Federal,CA,No Access,U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage and Cultural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1909,Prohibited,Prohibited,1,Ia,IUCN MPA,Mixed,https://www.fws.gov/refuge/farallon/,1111270,NWR137,National Wildlife Refuge,0.588375,0.298698545,51,0.588374674,-123.0128651,37.69847443,835,0.103207982,6.00118E-05,939948.875,12779.35096
631,631,NWR143,Johnston Island National Wildlife Refuge,Federal,PRI,No Access,U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,1926,Prohibited,Prohibited,1,Ia,IUCN MPA,Marine,https://www.fws.gov/johnstonisland/,2932,NWR143,National Wildlife Refuge,2306.62,2305.11377,100,2306.619629,-169.5064371,16.74427365,956,1.716069656,0.194379428,2515415022,195015.2473
632,632,NWR145,Kingman Reef National Wildlife Refuge,Federal,PRI,No Access,U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial and Recreational Fishing Prohibited,Ecosystem,Permanent,Year-round,2001,Prohibited,Prohibited,1,Ia,IUCN MPA,Marine,https://www.fws.gov/kingmanreef/,300045,NWR145,National Wildlife Refuge,1981.25,1981.249146,100,1981.250244,-162.3663525,6.401597521,498,1.4243431,0.160884476,2006198089,159052.8383
633,633,NWR149,Marin Islands National Wildlife Refuge,Federal,CA,No Access,U.S. Fish and Wildlife Service,Site-Specific Management Plan,Natural Heritage,Natural Heritage,Commercial Fishing Prohibited,Focal Resource,Permanent,Year-round,1992,,,1,Ia,IUCN MPA,Marine,https://www.fws.gov/refuge/marin_islands/,11115532,NWR149,National Wildlife Refuge,1.89976,1.848546386,97,1.899761558,-122.4686672,37.96965827,62,0.085912754,0.000194466,3056857.535,10584.67492
